,Description,magnitude,score
1578,"She is very humble and love to be carried.Estimated to be born on Oct 09.Please contact SPCA Penang for further information.If you are located outside of Penang, please contact your local animal shelters instead.We currently do not provide transportation of the animals to other states.",0.9,0.1
1579,"Please contact us to adopt this pet, or visit our PAWS shelter to check out this and other adorable pets.",0.6,0.6
1580,"We found 4 of them abandoned by some one and they hide in the drain , 1 can't make it and 1 go missing before the rescue mission .We took both of them back and send to vet for check up .Done deflea and on 10 days antibiotic course and now they are health and playful .Looking forever home for both of them .Condition as follow : 1) Must adopt together 2) must spay when reach 6 months old 3) Allow recuers to visit or update the status .",1.0,0.0
1581,"Gentle,friendly doggie with a loving nature.Please contact SPCA Penang for further information.If you are located outside of Penang, please contact your local animal shelters instead.We currently do not provide transportation of the animals to other states.",1.0,0.2
1582,"Meeka was found under a parked car, all skin and bones.There was a slash pattern of bald patches on his left side caused by scalding water.Thankfully the fur has started to grow back...Notwithstanding his horrific ordeal at the tender age of 3 months (or thereabouts) he is immensely friendly and loves human and cat contact.He is very SOCIABLE and LOVING and will snuggle up to rest on your lap if you let him.Apart from his recovering burns, he is healthy and as inquisitive as kittens his age are wont to be.Already house-trained, he will make an ideal pet for FIRST-TIMER cat owners, or owners with several cats, having been &quot;additionally trained&quot; by the owner's other 3 cats.",3.1,0.3
1583,"Mike currently lives near a security guard post in Taman Saujana, Sg Buloh.The nearby residents now take turns to feed &amp; bath him but they have no one to hug them and play with them.He is Extremely sweet &amp; lovable.Location: Sungai Buloh, Kuala Lumpur",1.6,0.2
1584,Momo's been adopted.,0.0,0.0
1585,She is a very confident and friendly puppy.,0.9,0.9
1586,A very friendly boy who would love to have a home,0.9,0.9
1587,"Hey , i have this active twins.They are so cute and super active , but i dont have any place for them.Sadly i have to let them go , Call my mom if u are interested to adopt them for free:)BOTH ARE MALE TEXT AT NUMBER (NORHAYATI)",1.9,0.4
1588,There are 5 boys and 2 girls.,0.0,0.0
1589,Very friendly and adorable~,0.9,0.9
1590,"Lucky is a sweet female dog born on CNY eve (18/2/).Among the 4 puppies in the litter, she is the smallest size.Don't let her size fool you!She is the most curious, active, gregarious and active puppy of the lot and is not contented just to feed.She will explore every nook and cranny of the house and invite you for a play.With boundless energy, she has a big personality and we can't wait for a loving owner to grow up actively with her.Lucky is short-haired, with floppy ears and has 'eyebrows' that give her a sad look, but trust me, this puppy is just an energetic bundle of joy :)",4.4,0.4
1591,I met Ninni at a burger stall at midnite.Picked it up as i was worried might get knocked by a car.I brought it home and noticed that she had a swollen stomach and was limping.Afer a week the swelling was gone and now she is happily jumping and running around.I believe someone has actually kicked the stomach.I love Ninni but like my other pets i have to give them away.I will moving abroad soon.,2.2,0.0
1592,Very playful and adorable.Looking for a new home.Must be genuinely cat lover.I would prefer someone who willing to adopt the three at one go because they are so attach to each other.Not picky on foods but love Blackwood kibbles and Sheba.,2.8,0.5
1593,"Owner has not claimed her therefore am putting her up for adoption.Snowy is smart, obedient and gentle.Does not bark much and when she does keeps quite after being scolded.Very sweet dog.",2.3,0.1
1594,"5 nursing kittens were abandoned at a fruit stall.They were bottle feed, but one didn't make through, 4 survived.A weeks later, one more abandoned kitten from wet market.So they joined together, 5 of them.Now 5 of them are ready to rehome.(Not for single adoption, at least adopt in a pair - choose among fruit stall kittens) If u are ready for your next 15 years, be responsible till end of their life.Agree for regular home visit, no cage long hour cage, feed premium cat food, agree to send them for annual vaccine and spay them at appropriate age, call me at my hp no.",2.0,-0.2
1595,The kitten is found with its mother..the mother is also available for adoption...,0.3,0.1
1596,"**PLEASE READ THIS BEFORE CONTACT ME** Brownie was one of 5 puppies who was born at the playground near my house.-On 10th of July , I found Brownie was lying under the car, unable to move, and was crying.- The next day, me and my sister brought her to the vet, the vet said Brownie experienced a condition called &quot;hernia&quot; after hit by a car.(A hernia occurs when an organ pushes through an opening in the muscle or tissue that holds it in place) Brownie had her surgery, we had settled her bill which came up to RM .- Brownie's skin was not good at that time, she shed a lot and also had mange.After one month+ of fostering, Brownie's skin is getting better and better day by day although her fur is not fully grown yet, and she's a cheerful puppy now!- Brownie is vaccinated completely and also dewormed.*CHARACTERISTICS OF BROWNIE* - Playful - Manja - Do not simply bark.- Kinda impatient when it comes to food.- Knows the commands such as Sit, Wait, Eat, Hand.- She can be a good guard dog.*REQUIREMENTS FOR ADOPTER* - Dogs lover.- Brownie is 5 months old and it is her peak teething period, adopter must be patient with it.- NO all time caging or chaining, only when necessary.- Do not mind to update me about Brownie's condition from time to time.If you're interested, please do not mind that I will ask for many favors such as, send me pictures of your house, pictures of your dog/dogs(if you've) to me as I really want to ensure she will be in good hands.Thank you.",6.2,0.0
1597,Mom's breed : Golden Retriever mix Terrier Dad's breed : Unknown,0.3,0.3
1598,"cute, very playful and fun to be with.",0.9,0.9
1599,"Their parents are both our dogs and are healthy and in good condition.These puppies are cuddly, playful and attach very quickly to people.They grey one in particular is curious about everything and appears to be quite bright.All of them are female, except the one below, 2nd from left.They are able to chew doggie biscuit if soaked.",2.6,0.4
1600,Mimi is a very active and healthy dog.i'm letting her go because she is too active for my family.i hope that i can find a happy and good home for her.,1.6,0.5
1601,"This very cute and smart kitten, named Smarty is looking for a home sweet home.Smarty is female about 4 months plus, deworm n deflea.If you can be a responsible owner n take good care of this kitty please contact Sally Loo at or Joyce.Please share to help Smarty find her dream home.",1.9,0.4
1602,"Hi!My name is playful.I am brown with black with a lighter chest than my sibling.I am one of 3 brothers and sisters.We are about 7 weeks old.After an amazing couple started feeding our mom and dad, they found me and my sibilings!Our parents house burnt down and they left our mom and dad behind and a few weeks later we were born!I am looking for a loving forever home!I am the most adorable puppy.These puppies will all need their 3 puppy booster vacinations and deworm very soon.They currently live in the elements and need a loving HOME quickly!If you can foster them until they are vetted and forever homes are found via Petfinder and adoption drives, please contact me.Handphone:- Adopter must be a dog lover, not give up the dog or give the dog away.Must have secure fence, be willing to care for a dog and be willing to handle a puppy.",6.6,0.3
